age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
31,1,F,Other,Male,1,1,1
28,0,M,African-American,Female,0,0,1
58,0,M,Other,Male,3,0,1
22,1,F,Other,Male,0,6,1
31,0,F,African-American,Male,5,2,1
33,0,F,African-American,Male,0,40,1
26,1,M,African-American,Male,6,1,0
23,0,M,African-American,Female,1,-1,1
32,0,F,Other,Male,11,141,0
22,0,F,Other,Male,0,1,0
35,0,F,African-American,Female,2,1,1
47,1,F,Other,Male,1,81,1
35,0,F,Other,Male,2,13,1
29,1,F,African-American,Male,17,1,0
54,0,M,Other,Female,1,4,1
29,0,F,Other,Male,0,89,0
28,1,M,Other,Female,0,0,1
51,1,F,African-American,Male,17,0,0
36,0,M,African-American,Female,0,0,1
35,1,M,Other,Male,3,9,1
20,1,F,African-American,Male,1,1,1
25,0,F,African-American,Male,0,2,1
29,0,M,African-American,Male,2,1,1
31,1,F,Other,Male,0,-1,0
39,0,M,Other,Male,0,0,1
30,1,F,African-American,Male,1,132,1
23,0,F,African-American,Female,0,0,1
23,0,F,African-American,Female,1,0,1
37,0,M,Other,Female,0,0,1
30,1,F,African-American,Male,21,0,1
33,1,F,African-American,Male,18,0,0
20,1,M,Other,Male,0,0,1
30,1,F,African-American,Male,9,8,1
23,0,F,African-American,Male,1,35,1
27,1,F,African-American,Female,0,0,1
38,0,M,African-American,Male,10,0,1
42,0,F,African-American,Male,1,1,1
31,0,F,African-American,Male,0,0,1
23,1,F,African-American,Male,2,6,0
31,1,F,Other,Male,1,39,1
43,1,M,African-American,Male,1,5,1
39,0,F,Other,Male,0,5,1
31,0,M,African-American,Male,0,3,1
22,1,F,Other,Male,3,142,1
33,0,F,African-American,Female,0,2,1
23,1,F,African-American,Male,1,120,1
29,0,F,Other,Female,0,28,1
62,0,F,Other,Male,2,3,1
56,1,F,African-American,Female,1,0,1
24,1,F,African-American,Female,4,2,1
44,0,M,Other,Female,0,0,1
22,1,F,African-American,Male,2,1,1
28,1,F,African-American,Female,4,2,1
30,0,F,African-American,Male,0,0,1
32,1,M,Other,Male,1,0,1
51,0,F,Other,Male,3,16,1
21,0,F,African-American,Male,0,2,1
21,1,F,African-American,Male,2,18,0
27,1,F,African-American,Male,3,9,0
28,0,F,Other,Male,0,0,1
31,0,F,African-American,Female,0,2,1
33,1,M,African-American,Male,0,1,0
49,0,F,Other,Female,2,0,1
41,0,F,Other,Female,2,15,1
20,0,M,Other,Male,0,1,1
31,1,F,African-American,Male,10,181,1
25,1,F,African-American,Male,5,49,1
23,1,F,African-American,Male,4,192,0
26,0,M,Other,Male,0,2,1
45,1,F,Other,Female,6,1,1
28,0,M,Other,Male,1,1,1
28,1,F,African-American,Female,13,32,0
39,1,F,Other,Male,0,2,1
59,1,F,Other,Male,1,1,1
52,0,M,African-American,Male,4,4,1
36,0,M,Other,Male,1,3,1
30,1,F,African-American,Male,2,1,1
21,1,M,African-American,Female,0,0,1
25,1,M,African-American,Male,2,4,1
22,0,F,African-American,Male,0,-1,1
61,1,M,African-American,Male,20,30,1
24,0,F,Other,Male,2,32,1
26,1,F,Other,Female,2,0,0
34,0,F,African-American,Female,6,0,1
45,1,M,African-American,Male,12,3,0
54,1,F,African-American,Male,4,1,1
51,0,M,African-American,Male,8,25,1
28,0,F,African-American,Male,0,0,1
23,0,F,Other,Male,0,1,1
30,1,F,Other,Male,0,1,1
25,1,M,African-American,Male,0,1,1
25,0,F,Other,Male,2,9,1
28,0,F,Other,Male,2,0,1
32,1,M,African-American,Female,0,-1,1
35,0,F,African-American,Male,7,28,1
49,1,M,African-American,Male,0,4,1
36,1,F,Other,Male,5,0,1
33,1,M,African-American,Male,16,33,0
30,0,F,Other,Male,1,1,1
58,0,M,Other,Female,1,-1,1
22,0,F,African-American,Male,2,13,1
28,1,F,Other,Male,2,2,1
28,1,M,Other,Male,0,0,1
26,1,F,African-American,Male,6,4,0
36,1,F,Other,Female,3,1,1
23,0,F,Other,Male,0,1,0
22,1,F,African-American,Male,0,1,1
26,0,F,African-American,Male,0,1,1
25,0,F,African-American,Male,1,0,1
40,0,M,Other,Male,2,1,1
28,1,M,African-American,Male,0,0,1
56,0,F,African-American,Male,1,1,1
36,0,F,African-American,Male,0,280,1
51,0,M,Other,Male,0,1,1
35,0,F,African-American,Female,9,173,0
24,1,M,Other,Male,0,0,1
27,1,M,African-American,Male,6,1,1
22,1,F,Other,Male,2,1,0
23,1,M,Other,Female,4,133,0
27,1,M,Other,Female,0,-1,1
31,1,F,African-American,Male,8,0,0
25,0,F,Other,Male,3,7,1
52,0,M,Other,Female,0,0,1
35,0,F,Other,Male,0,0,1
24,0,F,Other,Female,0,0,1
57,0,F,Other,Male,0,6,1
38,0,F,Other,Male,2,1,1
26,0,M,Other,Male,1,1,1
20,1,F,African-American,Male,3,21,1
34,0,F,African-American,Male,2,1,1
25,1,M,African-American,Male,11,29,0
24,0,F,Other,Female,0,0,1
49,1,M,Other,Male,4,17,1
27,1,F,African-American,Male,15,30,0
28,1,F,African-American,Male,10,20,1
55,0,F,Other,Male,0,0,1
47,1,M,Other,Male,3,12,1
55,1,M,African-American,Male,10,4,1
22,1,F,African-American,Male,0,1,1
32,0,F,African-American,Male,9,111,0
55,0,F,Other,Male,0,0,1
23,0,M,African-American,Male,3,6,1
54,1,F,Other,Male,2,29,1
40,0,F,Other,Male,0,19,1
27,1,M,African-American,Male,0,1,1
29,0,F,African-American,Female,5,1,1
45,0,M,Other,Female,0,0,1
25,0,M,Other,Male,2,64,1
40,1,F,Other,Male,4,33,1
38,1,F,African-American,Male,7,6,1
26,1,F,African-American,Male,3,13,0
37,0,F,African-American,Female,0,1,1
41,0,F,Other,Male,1,1,1
33,0,F,Other,Female,0,0,1
57,0,F,African-American,Male,1,1,1
34,0,M,African-American,Male,3,1,0
29,1,F,African-American,Male,1,1,1
45,0,F,Other,Male,8,1,1
22,0,F,Other,Male,1,8,1
22,1,M,African-American,Female,0,0,0
21,0,M,African-American,Male,0,45,1
56,0,M,Other,Male,1,1,1
48,0,F,African-American,Male,4,0,1
27,0,M,Other,Male,1,1,1
27,1,F,Other,Male,2,6,1
34,0,F,Other,Male,1,4,1
23,1,F,African-American,Male,5,1,1
47,1,F,African-American,Male,3,11,1
33,1,M,African-American,Male,6,1,1
58,0,F,Other,Male,1,1,1
33,0,F,African-American,Female,1,0,1
40,0,M,African-American,Female,2,100,1
22,0,F,Other,Male,0,0,1
39,0,F,Other,Male,2,8,1
35,0,F,Other,Male,1,0,1
22,0,M,Other,Male,0,0,1
43,1,F,African-American,Male,7,1,1
37,0,M,Other,Male,4,0,1
26,1,F,African-American,Male,2,0,0
60,0,F,Other,Male,0,0,1
39,0,F,Other,Female,1,7,1
36,1,M,African-American,Male,16,1,0
21,1,M,Other,Male,0,0,1
28,1,F,Other,Female,1,1,1
70,0,F,Other,Female,0,0,1
53,0,F,African-American,Male,6,0,1
37,0,F,Other,Male,0,0,1
21,1,F,African-American,Male,1,2,1
28,0,F,African-American,Male,1,0,1
21,0,F,African-American,Male,1,156,1
56,0,F,African-American,Male,0,5,1
30,0,M,Other,Male,3,1,1
27,1,F,Other,Male,0,47,0
37,1,F,Other,Male,6,1,1
27,0,F,African-American,Male,1,1,0
41,1,M,African-American,Male,7,1,1
30,1,M,African-American,Female,7,0,1
32,1,F,African-American,Male,7,0,0
32,0,F,African-American,Male,3,0,1
34,1,F,Other,Female,5,0,1
46,0,F,African-American,Male,3,1,1
24,1,F,African-American,Male,1,0,1
32,1,F,African-American,Male,7,51,1
43,1,F,Other,Male,6,9,1
50,0,F,Other,Male,3,11,1
30,1,F,Other,Male,4,96,1
37,0,M,African-American,Male,3,0,1
37,0,F,Other,Male,1,1,1
40,0,M,Other,Male,3,40,1
53,0,M,Other,Female,0,0,1
31,1,M,Other,Male,6,1,1
33,0,M,African-American,Male,4,1,1
22,0,M,African-American,Female,0,1,1
27,1,M,African-American,Male,2,0,1
25,1,M,African-American,Male,5,3,0
24,0,F,Other,Male,2,1,1
24,1,F,African-American,Female,2,3,1
26,0,F,African-American,Female,1,2,1
26,1,F,African-American,Female,3,0,0
20,1,F,Other,Male,0,1,1
27,1,M,African-American,Male,4,-1,1
24,1,F,Other,Male,1,1,1
26,1,F,African-American,Male,8,1,1
26,0,M,Other,Male,5,5,1
54,1,F,Other,Male,0,1,1
64,0,M,African-American,Male,13,1,1
24,0,F,Other,Male,0,1,1
57,0,M,Other,Female,0,0,1
46,0,M,Other,Female,0,1,1
56,0,F,African-American,Male,16,0,1
39,0,M,Other,Female,0,0,1
68,0,M,Other,Male,4,11,1
28,1,M,African-American,Male,1,1,1
39,1,M,African-American,Male,19,0,1
38,0,M,Other,Male,0,0,1
25,0,M,African-American,Female,3,1,0
25,0,F,Other,Male,2,0,1
21,1,F,African-American,Male,3,9,1
31,0,F,Other,Male,2,16,1
33,1,F,African-American,Male,3,7,1
26,1,F,African-American,Male,20,43,0
35,0,F,African-American,Female,13,2,0
34,0,M,African-American,Male,19,1,0
41,1,F,Other,Male,31,242,0
57,0,M,Other,Male,0,0,1
42,0,F,African-American,Female,1,0,1
26,1,F,African-American,Male,9,2,0
36,1,F,African-American,Male,2,2,1
41,1,F,African-American,Male,24,1,0
27,0,F,Other,Male,0,1,1
58,1,F,Other,Female,0,1,1
45,1,F,Other,Male,3,0,1
34,0,F,Other,Male,5,1,1
50,0,M,Other,Male,0,0,1
25,1,F,Other,Male,6,0,0
24,1,M,African-American,Male,2,1,1
27,0,F,African-American,Male,2,83,1
30,1,M,Other,Male,2,0,1
22,1,F,Other,Male,3,1,0
27,0,F,African-American,Male,0,0,1
20,1,F,Other,Male,0,1,1
41,1,F,African-American,Male,19,48,1
30,0,F,Other,Male,0,0,1
24,0,F,African-American,Male,3,75,0
39,0,M,African-American,Male,0,1,1
32,1,F,African-American,Female,3,0,1
29,1,F,Other,Female,0,343,1
37,1,F,Other,Male,0,0,1
26,1,F,African-American,Male,24,0,0
24,1,F,African-American,Male,2,1,1
30,0,F,Other,Male,2,1,1
20,1,F,African-American,Male,4,376,0
25,1,M,African-American,Male,1,0,1
31,1,F,Other,Female,0,0,1
25,1,M,African-American,Male,0,-1,1
41,1,F,Other,Male,0,1,1
25,0,F,Other,Male,0,1,1
25,1,F,African-American,Male,2,1,1
22,1,F,African-American,Male,1,0,1
25,0,F,African-American,Female,0,5,1
38,0,M,African-American,Male,0,1,1
40,0,F,Other,Male,0,64,1
49,0,M,Other,Female,4,3,1
35,0,M,Other,Female,2,1,1
21,1,M,Other,Male,0,1,1
25,0,F,Other,Male,0,1,1
21,0,F,Other,Male,1,0,1
24,1,M,African-American,Female,11,77,0
28,0,F,Other,Male,3,50,1
34,1,F,African-American,Male,4,0,1
57,0,M,African-American,Male,8,5,1
40,1,F,African-American,Male,15,72,0
22,1,M,African-American,Male,2,1,1
37,1,M,African-American,Male,3,0,1
43,0,F,African-American,Female,0,-1,1
26,1,F,African-American,Male,5,0,1
24,1,F,Other,Male,2,1,1
56,1,F,Other,Male,1,0,1
23,1,F,African-American,Male,2,2,1
43,0,F,Other,Male,12,52,1
32,0,M,Other,Male,0,1,1
21,1,F,African-American,Male,0,1,0
51,0,F,African-American,Male,2,24,1
20,1,M,African-American,Male,0,11,0
42,1,F,African-American,Male,17,32,0
58,0,M,Other,Male,1,2,1
28,0,F,Other,Female,1,0,1
30,0,M,African-American,Female,2,0,1
28,1,M,Other,Male,4,1,1
24,1,M,Other,Female,9,8,0
22,1,F,African-American,Male,1,38,0
50,0,F,Other,Male,1,1,1
30,0,M,African-American,Male,5,1,0
28,1,F,Other,Male,0,0,1
21,1,F,African-American,Male,3,0,1
26,0,M,Other,Male,2,-1,1
51,0,F,Other,Female,0,1,1
21,0,F,African-American,Male,1,3,1
29,1,F,Other,Male,0,1,1
43,0,M,Other,Male,0,0,1
22,0,F,African-American,Male,1,1,1
52,1,F,African-American,Male,0,4,1
36,0,F,African-American,Male,0,0,1
24,0,F,African-American,Male,0,0,1
26,0,F,African-American,Male,5,1,1
27,0,M,African-American,Male,8,0,0
19,1,M,Other,Male,0,2,0
26,0,F,Other,Male,2,-1,1
29,0,F,African-American,Female,0,0,1
29,1,F,Other,Female,20,56,0
38,1,F,African-American,Male,1,77,1
34,0,F,African-American,Male,5,0,1
23,0,F,Other,Male,2,1,1
26,1,F,Other,Male,0,0,1
29,0,M,African-American,Female,1,0,1
24,0,F,African-American,Male,1,0,1
31,1,F,Other,Male,1,17,0
50,0,F,Other,Male,0,0,1
24,0,M,African-American,Female,0,0,1
31,0,F,African-American,Female,0,-1,1
36,1,F,African-American,Male,13,2,0
32,1,M,African-American,Male,13,38,0
42,1,M,African-American,Male,1,17,1
22,0,F,African-American,Male,0,1,1
26,1,F,African-American,Male,5,27,1
26,1,F,African-American,Male,10,1,0
30,1,M,Other,Male,3,2,1
53,1,M,Other,Male,3,2,1
23,1,F,African-American,Male,2,2,1
22,0,F,Other,Male,0,1,1
27,0,M,Other,Male,0,1,1
21,0,M,Other,Female,0,0,1
42,1,F,Other,Male,2,1,1
31,1,F,African-American,Male,4,4,1
80,0,M,Other,Male,0,0,1
68,0,M,African-American,Male,6,2,1
23,0,F,African-American,Male,1,2,0
36,1,F,African-American,Male,4,2,1
24,0,F,Other,Male,0,15,0
21,1,F,Other,Male,0,1,0
26,1,M,African-American,Male,3,1,1
30,1,F,African-American,Female,8,45,1
36,0,F,Other,Male,1,0,1
21,1,F,African-American,Male,0,34,0
31,0,M,African-American,Female,1,0,1
20,1,F,African-American,Female,0,2,1
49,0,M,Other,Male,4,4,0
24,0,F,Other,Male,0,2,0
20,1,F,African-American,Male,0,0,0
44,0,M,Other,Male,1,1,1
25,0,F,African-American,Female,1,13,1
41,1,F,Other,Male,11,118,1
25,0,F,African-American,Male,1,0,1
44,0,M,Other,Male,0,1,1
33,0,F,African-American,Male,0,0,1
20,1,F,African-American,Male,0,1,1
21,1,F,African-American,Male,1,1,1
44,0,F,Other,Male,3,0,1
23,1,F,African-American,Male,1,9,0
35,1,M,African-American,Male,0,57,0
41,0,M,African-American,Female,0,1,1
30,0,F,African-American,Male,1,21,1
36,1,F,African-American,Male,7,1,1
26,1,F,African-American,Male,1,0,1
32,0,F,Other,Female,0,0,1
23,1,M,Other,Male,0,0,1
43,0,M,African-American,Female,9,1,0
30,1,F,African-American,Male,3,0,1
44,1,F,Other,Male,1,0,1
39,0,F,Other,Male,1,1,1
37,1,F,Other,Male,2,1,1
31,1,F,African-American,Male,6,1,0
63,0,M,Other,Male,5,4,1
66,1,F,African-American,Female,11,5,0
19,1,F,Other,Male,2,1,0
24,0,F,Other,Male,3,0,1
21,0,M,Other,Male,2,27,0
48,0,F,Other,Female,0,1,1
37,0,F,African-American,Male,0,13,1
21,1,M,African-American,Male,0,1,1
20,0,M,Other,Female,0,1,1
64,0,M,Other,Female,0,0,1
22,0,M,Other,Male,0,0,1
43,0,F,Other,Male,8,1,1
25,1,F,Other,Male,3,19,1
33,0,F,Other,Male,10,117,0
26,0,F,African-American,Male,1,1,1
33,0,M,Other,Female,1,0,1
44,0,F,African-American,Male,0,2,1
31,0,F,African-American,Male,0,0,1
50,1,M,Other,Male,9,1,1
33,1,F,African-American,Male,16,6,0
31,1,F,African-American,Male,1,-1,0
25,0,M,Other,Female,0,0,1
43,0,M,African-American,Female,2,16,1
27,1,M,African-American,Male,0,0,1
34,0,M,Other,Male,2,1,1
44,0,F,Other,Male,0,5,1
31,1,M,African-American,Male,6,0,0
26,1,F,African-American,Male,2,148,1
20,1,F,African-American,Male,4,1,0
41,1,F,Other,Male,1,0,1
55,0,M,Other,Female,0,0,1
29,0,F,African-American,Male,6,26,1
31,0,M,Other,Male,0,1,1
31,1,F,African-American,Male,11,0,1
52,0,F,Other,Male,0,0,1
59,0,M,Other,Male,0,1,1
49,1,M,African-American,Male,1,0,1
36,1,M,Other,Male,11,2,1
23,0,F,African-American,Female,1,0,1
46,1,F,Other,Male,26,167,1
59,1,M,Other,Male,2,6,1
51,0,F,Other,Male,1,6,1
34,0,F,African-American,Male,0,-1,1
32,0,F,Other,Male,0,0,1
54,0,F,African-American,Male,1,0,1
24,1,F,African-American,Male,3,0,0
32,1,M,Other,Male,0,0,1
22,1,F,Other,Male,0,0,1
36,0,F,African-American,Male,0,0,1
61,0,M,Other,Male,0,0,1
38,0,M,African-American,Female,0,1,1
41,0,F,Other,Male,9,9,1
34,1,M,Other,Male,2,1,1
32,0,F,African-American,Male,0,1,1
37,1,F,Other,Male,1,8,1
21,0,F,African-American,Male,4,60,0
57,1,F,African-American,Male,0,0,1
68,0,F,African-American,Male,2,0,1
24,0,M,African-American,Male,0,1,1
46,1,F,African-American,Male,3,1,1
41,1,F,Other,Male,1,57,1
30,0,F,Other,Male,0,10,1
25,1,F,African-American,Male,8,0,0
24,1,F,African-American,Male,7,0,1
41,0,F,African-American,Male,1,2,1
55,0,F,Other,Male,4,5,1
33,0,F,Other,Male,1,3,1
23,0,F,African-American,Male,0,1,1
47,1,F,Other,Female,28,117,0
51,0,F,Other,Female,0,1,1
36,0,M,Other,Male,1,0,1
57,0,M,Other,Male,0,109,1
43,0,M,African-American,Male,0,0,1
26,1,F,African-American,Male,4,1,1
47,0,M,Other,Male,0,0,1
60,0,F,African-American,Male,1,0,1
24,1,M,African-American,Male,0,0,1
20,1,F,Other,Male,0,1,1
28,0,M,Other,Female,0,0,1
28,1,F,African-American,Male,7,1,1
58,1,M,Other,Male,2,83,1
54,0,F,Other,Male,1,2,1
24,1,F,African-American,Female,2,1,1
34,0,M,Other,Female,0,0,1
48,0,F,Other,Male,1,21,1
37,0,F,African-American,Male,0,0,0
28,1,F,African-American,Male,8,2,0
46,1,F,Other,Male,14,0,1
45,0,M,Other,Male,2,2,1
20,1,F,African-American,Male,2,10,1
52,0,M,African-American,Male,0,0,1
29,0,M,African-American,Male,0,0,1
34,1,F,African-American,Male,11,0,0
24,1,F,African-American,Male,0,22,1
28,1,F,African-American,Male,6,80,0
28,1,F,African-American,Male,2,2,1
29,0,F,African-American,Male,0,0,1
55,0,F,Other,Female,2,2,1
68,0,M,Other,Male,0,0,1
22,1,F,Other,Male,0,2,1
24,1,F,Other,Male,3,17,0
20,0,F,African-American,Male,0,0,1
23,0,M,African-American,Male,0,32,1
44,1,F,African-American,Male,6,194,1
34,1,F,African-American,Male,8,4,1
55,1,M,African-American,Male,0,0,1
23,1,F,African-American,Female,0,1,1
23,1,F,African-American,Female,3,5,0
24,0,F,Other,Male,0,6,1
77,0,M,African-American,Male,0,-1,1
52,0,M,Other,Male,3,0,1
34,1,F,African-American,Male,8,2,0
39,0,F,Other,Male,0,0,1
30,1,M,Other,Male,2,0,1
30,1,M,African-American,Male,3,5,1
26,1,F,African-American,Male,0,-1,1
51,0,M,Other,Female,1,1,1
34,0,F,African-American,Male,2,12,1
23,0,F,Other,Male,0,5,1
32,0,F,Other,Male,2,0,1
38,0,M,African-American,Male,8,15,1
21,1,F,African-American,Male,0,1,1
34,1,F,Other,Male,5,1,1
53,1,M,Other,Male,8,4,1
34,0,F,Other,Male,1,51,1
25,1,F,Other,Male,5,1,1
54,0,M,African-American,Male,1,0,1
25,1,M,Other,Male,2,0,1
25,1,F,Other,Male,3,1,0
34,0,M,Other,Male,1,0,1
46,1,F,Other,Male,0,0,1
22,1,F,African-American,Male,0,0,1
23,1,F,African-American,Female,2,0,0
27,1,M,Other,Male,1,28,1
45,0,F,African-American,Male,7,1,1
31,1,F,Other,Female,9,26,1
45,0,M,Other,Male,1,-1,1
28,0,F,African-American,Male,12,1,1
24,1,F,African-American,Male,1,0,1
28,1,M,Other,Female,6,30,0
41,0,F,African-American,Male,2,0,1
35,1,M,African-American,Male,3,0,1
20,1,F,African-American,Male,1,14,0
32,1,F,African-American,Male,19,1,0
28,0,F,African-American,Male,2,31,1
33,1,F,African-American,Male,7,0,1
26,1,F,African-American,Male,8,14,0
22,1,M,African-American,Male,1,0,0
25,0,F,African-American,Female,4,1,1
21,1,F,Other,Male,0,0,0
23,0,M,Other,Female,1,0,1
30,1,F,African-American,Male,2,0,0
25,1,M,African-American,Male,11,531,0
33,1,F,African-American,Male,3,11,1
35,0,M,Other,Male,3,1,1
34,1,F,Other,Male,13,18,0
37,1,F,African-American,Male,2,0,1
55,1,F,Other,Female,0,6,1
43,0,M,Other,Male,1,1,1
27,1,M,African-American,Male,27,0,0
26,0,F,African-American,Male,7,1,1
42,1,M,Other,Female,4,0,1
27,0,M,Other,Male,0,0,1
41,0,F,Other,Male,1,62,1
21,1,M,African-American,Male,2,21,0
30,1,M,African-American,Male,4,1,1
30,0,F,Other,Male,1,1,0
45,1,F,Other,Female,0,0,0
23,1,F,African-American,Male,2,7,0
31,1,F,African-American,Female,2,176,1
40,1,M,African-American,Male,8,43,1
33,0,F,African-American,Male,1,0,1
40,1,M,African-American,Male,11,0,1
56,0,F,Other,Male,1,15,1
21,1,M,African-American,Male,0,1,1
51,0,F,African-American,Male,4,1,1
36,0,M,Other,Male,0,0,1
25,1,F,Other,Male,3,0,1
30,0,M,Other,Male,0,0,1
21,0,F,Other,Female,0,0,1
25,1,F,Other,Male,2,0,1
38,0,F,Other,Male,0,1,1
41,1,M,African-American,Male,3,2,1
22,1,F,Other,Female,0,1,1
29,1,F,Other,Male,8,0,1
21,1,F,Other,Male,0,0,1
40,0,F,African-American,Female,2,1,1
37,0,F,African-American,Male,2,7,1
37,0,F,African-American,Female,0,0,1
23,1,F,African-American,Female,2,1,1
55,0,F,Other,Male,0,0,1
19,1,F,African-American,Male,1,3,1
26,1,F,Other,Male,1,1,1
25,0,M,African-American,Male,0,1,1
39,1,F,Other,Male,17,35,1
36,1,F,Other,Male,0,0,1
26,0,M,African-American,Male,6,10,0
51,1,M,African-American,Male,8,3,1
20,0,F,African-American,Male,0,30,0
43,0,M,Other,Female,0,1,1
22,1,F,African-American,Male,0,32,1
24,1,M,Other,Female,0,0,1
35,0,F,African-American,Male,2,1,1
55,0,M,Other,Male,0,1,1
52,0,M,African-American,Female,0,-1,1
33,0,M,African-American,Female,0,7,0
30,0,F,Other,Male,0,1,1
32,1,F,African-American,Male,3,37,1
20,1,F,African-American,Male,5,1,0
67,0,F,African-American,Male,8,1,1
31,0,M,African-American,Male,7,1,1
21,1,F,Other,Male,0,28,1
30,0,M,African-American,Male,4,5,0
55,0,M,Other,Male,0,0,1
25,0,F,African-American,Male,0,1,1
25,0,F,African-American,Male,0,0,1
27,1,F,African-American,Male,10,1,0
22,0,F,African-American,Male,0,0,1
37,0,F,African-American,Male,8,1,1
68,1,F,Other,Male,7,5,1
37,0,F,Other,Male,0,0,1
22,1,M,Other,Male,5,0,1
30,0,M,African-American,Male,4,1,1
34,0,M,African-American,Male,1,2,1
28,0,M,Other,Male,0,2,1
37,1,M,Other,Male,4,0,1
41,1,F,African-American,Female,8,65,0
52,0,M,Other,Male,0,0,1
36,0,M,Other,Male,2,0,1
26,0,F,Other,Male,2,1,1
24,0,F,Other,Male,0,15,1
27,0,F,African-American,Male,0,2,1
37,0,M,Other,Female,0,0,1
37,0,F,Other,Male,1,0,1
23,1,F,African-American,Male,3,43,1
58,0,M,Other,Male,5,2,1
62,1,M,Other,Female,1,0,1
41,0,F,African-American,Female,0,0,1
33,0,M,Other,Male,0,0,1
33,0,M,African-American,Male,0,0,1
33,1,F,African-American,Male,12,1,0
41,1,F,African-American,Male,14,0,1
22,0,F,Other,Male,0,0,1
26,1,F,Other,Male,3,0,1
33,0,F,Other,Female,0,1,1
25,0,M,African-American,Male,0,0,1
37,1,M,African-American,Male,0,1,1
23,1,F,Other,Male,11,3,0
21,0,M,African-American,Male,0,1,0
45,1,F,Other,Male,21,1,1
37,0,F,Other,Male,13,1,1
24,0,M,African-American,Male,2,3,1
35,0,F,African-American,Male,0,1,1
22,1,F,African-American,Female,0,6,1
29,1,F,Other,Male,10,2,0
41,1,F,African-American,Male,6,1,1
37,1,F,Other,Male,8,0,1
51,1,F,African-American,Male,19,2,0
26,1,F,African-American,Female,1,1,1
46,0,M,African-American,Male,2,3,1
41,0,F,Other,Male,0,3,1
31,1,F,Other,Male,9,470,1
25,0,F,African-American,Male,2,0,0
27,0,M,African-American,Male,1,2,1
31,1,F,African-American,Male,13,1,0
23,0,M,Other,Male,0,0,1
52,1,M,African-American,Male,7,0,1
29,1,F,African-American,Male,6,22,1
40,1,F,Other,Male,10,4,1
49,0,F,Other,Female,0,0,1
49,0,F,Other,Male,8,24,1
24,1,F,African-American,Male,3,0,1
41,0,M,African-American,Male,7,1,1
27,1,M,African-American,Female,3,0,1
40,1,F,African-American,Male,1,0,1
47,1,M,Other,Male,0,1,1
20,1,F,Other,Female,0,0,0
21,1,M,African-American,Male,2,35,0
44,1,M,African-American,Male,8,9,0
41,0,M,Other,Male,0,0,1
31,1,M,African-American,Male,5,0,0
42,0,M,Other,Male,1,0,1
67,0,F,African-American,Female,0,1,1
42,0,M,Other,Male,1,-1,1
